fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.200,0.320,0.250,1.800,0.103,13.000,50.000,0.996,3.380,0.550,9.200,5
7.200,1.000,0.000,3.000,0.102,7.000,16.000,0.996,3.430,0.460,10.000,5
10.000,0.590,0.310,2.200,0.090,26.000,62.000,0.999,3.180,0.630,10.200,6
7.800,0.320,0.440,2.700,0.104,8.000,17.000,0.997,3.330,0.780,11.000,7
7.100,0.875,0.050,5.700,0.082,3.000,14.000,0.998,3.400,0.520,10.200,3
6.000,0.580,0.200,2.400,0.075,15.000,50.000,0.995,3.580,0.670,12.500,6
6.000,0.490,0.000,2.300,0.068,15.000,33.000,0.993,3.580,0.590,12.500,6
8.600,0.490,0.280,1.900,0.110,20.000,136.000,0.997,2.930,1.950,9.900,6
8.000,0.830,0.270,2.000,0.080,11.000,63.000,0.997,3.290,0.480,9.800,4
7.100,0.590,0.010,2.300,0.080,27.000,43.000,0.996,3.420,0.580,10.700,6
13.000,0.470,0.490,4.300,0.085,6.000,47.000,1.002,3.300,0.680,12.700,6
6.600,0.610,0.000,1.600,0.069,4.000,8.000,0.994,3.330,0.370,10.400,4
6.900,0.765,0.180,2.400,0.243,5.500,48.000,0.996,3.400,0.600,10.300,6
12.000,0.380,0.560,2.100,0.093,6.000,24.000,0.999,3.140,0.710,10.900,6
7.800,0.610,0.290,1.600,0.114,9.000,29.000,0.997,3.260,1.560,9.100,5
7.100,0.350,0.290,2.500,0.096,20.000,53.000,0.996,3.420,0.650,11.000,6
8.200,0.915,0.270,2.100,0.088,7.000,23.000,0.996,3.260,0.470,10.000,4
8.300,0.660,0.150,1.900,0.079,17.000,42.000,0.997,3.310,0.540,9.600,6
7.200,0.530,0.140,2.100,0.064,15.000,29.000,0.993,3.350,0.610,12.100,6
6.800,0.640,0.100,2.100,0.085,18.000,101.000,0.996,3.340,0.520,10.200,5
11.100,0.420,0.470,2.650,0.085,9.000,34.000,0.997,3.240,0.770,12.100,7
8.900,0.220,0.480,1.800,0.077,29.000,60.000,0.997,3.390,0.530,9.400,6
7.300,0.670,0.050,3.600,0.107,6.000,20.000,0.997,3.400,0.630,10.100,5
7.100,0.270,0.600,2.100,0.074,17.000,25.000,0.998,3.380,0.720,10.600,6
6.600,0.580,0.000,2.200,0.100,50.000,63.000,0.995,3.590,0.680,11.400,6
7.900,0.290,0.490,2.200,0.096,21.000,59.000,0.997,3.310,0.670,10.100,6
5.900,0.610,0.080,2.100,0.071,16.000,24.000,0.994,3.560,0.770,11.100,6
10.400,0.430,0.500,2.300,0.068,13.000,19.000,0.996,3.100,0.870,11.400,6
9.000,0.540,0.490,2.900,0.094,41.000,110.000,0.998,3.080,0.610,9.200,5
6.600,0.855,0.020,2.400,0.062,15.000,23.000,0.996,3.540,0.600,11.000,6
7.100,0.650,0.180,1.800,0.070,13.000,40.000,0.997,3.440,0.600,9.100,5
9.500,0.370,0.520,2.000,0.088,12.000,51.000,0.996,3.290,0.580,11.100,6
7.900,0.490,0.320,1.900,0.082,17.000,144.000,0.997,3.200,0.550,9.500,5
7.200,0.410,0.300,2.100,0.083,35.000,72.000,0.997,3.440,0.520,9.400,5
11.800,0.380,0.550,2.100,0.071,5.000,19.000,0.999,3.110,0.620,10.800,6
6.900,0.740,0.030,2.300,0.054,7.000,16.000,0.995,3.450,0.630,11.500,6
12.400,0.420,0.490,4.600,0.073,19.000,43.000,0.998,3.020,0.610,9.500,5
7.200,0.380,0.300,1.800,0.073,31.000,70.000,0.997,3.420,0.590,9.500,6
10.500,0.280,0.510,1.700,0.080,10.000,24.000,0.998,3.200,0.890,9.400,6
9.300,0.360,0.390,1.500,0.080,41.000,55.000,0.997,3.470,0.730,10.900,6
8.600,0.330,0.400,2.600,0.083,16.000,68.000,0.998,3.300,0.480,9.400,5
11.100,0.350,0.480,3.100,0.090,5.000,21.000,0.999,3.170,0.530,10.500,5
7.600,0.390,0.310,2.300,0.082,23.000,71.000,0.998,3.520,0.650,9.700,5
6.000,0.500,0.000,1.400,0.057,15.000,26.000,0.994,3.360,0.450,9.500,5
11.600,0.580,0.660,2.200,0.074,10.000,47.000,1.001,3.250,0.570,9.000,3
6.700,0.640,0.230,2.100,0.080,11.000,119.000,0.995,3.360,0.700,10.900,5
6.900,0.540,0.040,3.000,0.077,7.000,27.000,0.999,3.690,0.910,9.400,6
8.500,0.210,0.520,1.900,0.090,9.000,23.000,0.996,3.360,0.670,10.400,5
8.800,0.270,0.460,2.100,0.095,20.000,29.000,0.995,3.260,0.560,11.300,6
7.400,0.630,0.070,2.400,0.090,11.000,37.000,0.998,3.430,0.760,9.700,6
8.200,0.280,0.400,2.400,0.052,4.000,10.000,0.994,3.330,0.700,12.800,7
6.800,0.915,0.290,4.800,0.070,15.000,39.000,0.996,3.530,0.540,11.100,5
6.900,0.840,0.210,4.100,0.074,16.000,65.000,0.998,3.530,0.720,9.250,6
10.900,0.390,0.470,1.800,0.118,6.000,14.000,0.998,3.300,0.750,9.800,6
7.900,0.720,0.010,1.900,0.076,7.000,32.000,0.997,3.390,0.540,9.600,5
8.400,0.390,0.100,1.700,0.075,6.000,25.000,0.996,3.090,0.430,9.700,6
8.000,0.745,0.560,2.000,0.118,30.000,134.000,0.997,3.240,0.660,9.400,5
6.900,0.560,0.030,1.500,0.086,36.000,46.000,0.995,3.530,0.570,10.600,5
10.700,0.400,0.370,1.900,0.081,17.000,29.000,0.997,3.120,0.650,11.200,6
8.700,0.675,0.100,1.600,0.090,4.000,11.000,0.997,3.310,0.650,9.550,5
7.700,0.490,0.260,1.900,0.062,9.000,31.000,0.997,3.390,0.640,9.600,5
7.200,0.580,0.540,2.100,0.114,3.000,9.000,0.997,3.330,0.570,10.300,4
10.200,0.360,0.640,2.900,0.122,10.000,41.000,0.998,3.230,0.660,12.500,6
8.100,0.730,0.000,2.500,0.081,12.000,24.000,0.998,3.380,0.460,9.600,4
10.300,0.500,0.420,2.000,0.069,21.000,51.000,0.998,3.160,0.720,11.500,6
8.800,0.550,0.040,2.200,0.119,14.000,56.000,0.996,3.210,0.600,10.900,6
6.400,0.390,0.330,3.300,0.046,12.000,53.000,0.993,3.360,0.620,12.200,6
9.400,0.400,0.470,2.500,0.087,6.000,20.000,0.998,3.150,0.500,10.500,5
9.100,0.600,0.000,1.900,0.058,5.000,10.000,0.998,3.180,0.630,10.400,6
8.200,0.635,0.100,2.100,0.073,25.000,60.000,0.996,3.290,0.750,10.900,6
7.200,0.620,0.060,2.700,0.077,15.000,85.000,0.997,3.510,0.540,9.500,5
7.900,0.200,0.350,1.700,0.054,7.000,15.000,0.995,3.320,0.800,11.900,7
5.800,0.290,0.260,1.700,0.063,3.000,11.000,0.992,3.390,0.540,13.500,6
